#%modelname
#coronaColour.r, coronaColour.g, coronaColour.b, vecOffset.x, vecOffset.y, vecOffset.z, fCustomSize
#coronaColour2.r, coronaColour2.g, coronaColour2.b, vecOffset2.x, vecOffset2.y, vecOffset2.z, fCustomSize2
#%modelname2
#coronaColour.r, coronaColour.g, coronaColour.b, vecOffset.x, vecOffset.y, vecOffset.z, fCustomSize
#??????
#PROFIT
#0.45 - reserved for traffic lights

%a51_halbox_
199 18 0 -0.206406 -0.108896 0.042608 0.2 
%a51_labtable1_
195 255 253 0.248489 0.101063 2.06036 0.3 
208 254 255 -0.285217 0.101063 2.06036 0.3 
188 248 255 -0.811218 0.101063 2.06036 0.3 
%a51_light1_
0 255 186 0.005539 0.008307 0.103044 0.3 
%ab_acc_control
255 31 20 0.042603 2.01007 0.451094 0.5 
%airport_11_sfse
255 255 255 -4.40662 -26.4726 14.8687 1.0 
255 255 255 5.07703 4.77664 14.8687 1.0 
255 255 255 -66.9497 -45.3952 14.8687 1.0 
255 255 255 -5.85034 15.7041 14.8687 1.0 
255 255 255 -35.6559 -35.9562 14.8687 1.0 
255 255 255 36.3263 14.2603 14.8687 1.0 
255 255 0 -22.6344 -48.9778 14.8687 1.0 
255 255 255 14.5161 36.0705 14.8687 1.0 
255 255 0 12.1174 38.4693 14.8687 1.0 
255 255 255 25.4435 25.1431 14.8687 1.0 
255 255 255 15.9598 -6.10617 14.8687 1.0 
255 255 255 -46.5833 -25.0287 14.8687 1.0 
255 255 255 -24.7731 -46.839 14.8687 1.0 
255 255 255 -26.2168 -4.66232 14.8687 1.0 
255 255 255 -15.2894 -15.5898 14.8687 1.0 
255 255 0 -2.26794 -28.6113 14.8687 1.0 
255 255 0 18.0985 -8.2449 14.8687 1.0 
255 255 0 -28.6155 -2.26352 14.8687 1.0 
255 255 0 38.465 12.1215 14.8687 1.0 
255 255 0 32.4839 58.8358 14.8687 1.0 
255 255 255 45.8099 45.5095 14.8687 1.0 
255 255 255 34.8826 56.437 14.8687 1.0 
255 255 0 -8.24902 18.1029 14.8687 1.0 
255 255 0 -48.9819 -22.6299 14.8687 1.0 
255 255 0 58.8314 32.4879 14.8687 1.0 
255 255 255 -45.1395 -67.2054 14.8687 1.0 
255 255 0 -43.0009 -69.3442 14.8687 1.0 
255 255 255 56.6927 34.6267 14.8687 1.0 
255 255 0 -69.3484 -42.9964 14.8687 1.0 
255 255 255 -56.0223 -56.3226 14.8687 1.0 
255 255 0 46.3483 72.7001 14.8687 1.0 
255 255 255 48.7469 70.3013 14.8687 1.0 
255 255 0 72.6958 46.3523 14.8687 1.0 
255 255 255 70.5571 48.491 14.8687 1.0 
255 255 255 59.6743 59.3738 14.8687 1.0 
255 255 255 93.8842 71.8181 14.8687 1.0 
255 255 0 96.0228 69.6794 14.8687 1.0 
255 255 255 96.8656 96.5652 14.8687 1.0 
255 255 0 69.6753 96.0272 14.8687 1.0 
255 255 255 83.0013 82.7009 14.8687 1.0 
255 255 255 72.074 93.6284 14.8687 1.0 
255 255 255 107.748 85.6824 14.8687 1.0 
255 255 255 85.9382 107.493 14.8687 1.0 
255 255 0 83.5396 109.891 14.8687 1.0 
255 255 0 109.887 83.5437 14.8687 1.0 
%airport_14_sfse
255 255 255 96.7379 -117.054 21.3018 1.0 
255 255 0 139.609 -78.46 21.3018 1.0 
255 255 255 115.661 -54.511 21.3018 1.0 
255 255 0 113.262 -52.1122 21.3018 1.0 
255 255 255 126.588 -65.4384 21.3018 1.0 
255 255 255 117.104 -96.6877 21.3018 1.0 
255 255 0 119.243 -98.8264 21.3018 1.0 
255 255 255 95.2942 -74.8774 21.3018 1.0 
255 255 0 92.8955 -72.4786 21.3018 1.0 
255 255 255 106.222 -85.8048 21.3018 1.0 
255 255 255 137.471 -76.3212 21.3018 1.0 
255 255 0 98.8766 -119.193 21.3018 1.0 
255 255 255 74.9277 -95.2438 21.3018 1.0 
255 255 0 72.5291 -92.845 21.3018 1.0 
255 255 255 85.8551 -106.171 21.3018 1.0 
255 255 255 76.3715 -137.42 21.3018 1.0 
255 255 0 78.5101 -139.559 21.3018 1.0 
255 255 255 54.5613 -115.61 21.3018 1.0 
255 255 0 52.1626 -113.211 21.3018 1.0 
255 255 255 65.4886 -126.538 21.3018 1.0 
%airprtgnd_06_sfse
255 255 255 -7.52722 698.305 13.939 1.0 
255 255 255 53.5721 759.405 13.939 1.0 
255 255 255 31.762 781.215 13.939 1.0 
255 255 0 29.3633 783.614 13.939 1.0 
255 255 255 42.6893 770.287 13.939 1.0 
255 255 255 33.2057 739.038 13.939 1.0 
255 255 0 -31.7361 722.515 13.939 1.0 
255 255 255 11.3955 760.849 13.939 1.0 
255 255 0 8.99683 763.247 13.939 1.0 
255 255 255 22.3229 749.921 13.939 1.0 
255 255 255 12.8392 718.672 13.939 1.0 
255 255 0 14.9779 716.533 13.939 1.0 
255 255 255 -8.97095 740.482 13.939 1.0 
255 255 0 -11.3696 742.881 13.939 1.0 
255 255 255 1.95642 729.555 13.939 1.0 
255 255 255 -49.7039 699.749 13.939 1.0 
255 255 0 -5.38855 696.167 13.939 1.0 
255 255 255 -29.3374 720.116 13.939 1.0 
255 255 255 -38.7765 688.822 13.939 1.0 
255 255 255 -18.41 709.188 13.939 1.0 
255 255 255 -27.8937 677.939 13.939 1.0 
255 255 0 -25.755 675.8 13.939 1.0 
